articy_id,conversation_id,entry_id,conversation,actor,field,ja
0x0100005800004532,259,42,Sordland/Epilogue_ElectionWin,Narrator,en,"歴史的な結果として、人民自由正義党が勝利を収め、マノリー・スハイルがソードランド初の女性大統領に就任した。

統一ソードランド党が選挙で敗北するのもこれが初めてのことだった。"
0x0100005800004532,259,42,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1957|11月3日
0x010000580000453B,259,43,Sordland/Epilogue_ElectionWin,Narrator,en,"歴史的な結果として、WPBとCPSが結成した人民戦線という連合軍が勝者となった。レケはブルディア人の背景を持つ初のソードランド大統領になろうとしていた。

統一ソードランド党が選挙で敗北するのもこれが初めてのことだった。"
0x010000580000453B,259,43,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1957|11月3日
0x010000580000454A,259,47,Sordland/Epilogue_ElectionWin,Narrator,en,"歴史的な結果として、人民自由正義党が勝利を収め、フレンス・リクターが初代大統領として就任することになった。

それはまた、統一ソードランド党が選挙で敗北した初めての出来事でもあった。"
0x010000580000454A,259,47,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1957|11月3日
0x0100005800004559,259,51,Sordland/Epilogue_ElectionWin,Narrator,en,"歴史的な結果として、国民戦線党が勝利を収め、レムス・ホルストロンが初代大統領に就任することになった。

これはまた、統一ソードランド党が選挙で敗北した初めての出来事でもあった。"
0x0100005800004559,259,51,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1957|11月3日
0x0100005800004562,259,52,Sordland/Epilogue_ElectionWin,Narrator,en,"歴史的な結果として、国民戦線党が勝利を収め、ケサロ・キベナーが初代大統領として就任することになった。

これはまた、統一ソードランド党が選挙で敗北した初めての出来事でもあった。"
0x0100005800004562,259,52,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1957|11月3日
0x010000580000456C,259,53,Sordland/Epilogue_ElectionWin,Narrator,en,予想通り、統一ソードランド党が再び勝利を収め、リリアス・グラーフがソードランド初の女性大統領となった。
0x010000580000456C,259,53,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1957|11月3日
0x010000580000457B,259,57,Sordland/Epilogue_ElectionWin,Narrator,en,統一ソードランド党が再び勝利を収め、あなたの第二期大統領任期が確定したのだ。
0x010000580000457B,259,57,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1957|11月3日
0x0100005800004583,259,58,Sordland/Epilogue_ElectionWin,Player,en,その党の勝利はあなたのおかげだった。
0x0100005800004589,259,59,Sordland/Epilogue_ElectionWin,Player,en,人々は再び声を上げたのだった。
0x010000580000458F,259,60,Sordland/Epilogue_ElectionWin,Player,en,勝利が訪れたのであった。
0x0100005800004598,259,61,Sordland/Epilogue_ElectionWin,Narrator,en,国民戦線党は今や大国民議会において第二の大政党となり、PFJPは第三位という位置づけになった。
0x01000058000045AB,259,68,Sordland/Epilogue_ElectionWin,Narrator,en,人民自由正義党は再び大国民議会において第二位の政党となり、一方で国民戦線党は三位に終わった。
0x01000058000045B2,259,69,Sordland/Epilogue_ElectionWin,Narrator,en,人民自由正義党は再び大国民議会において第二位の政党となったが、国民戦線党は新たな投票割合の基準を満たすことができなかった。
0x01000058000045BF,259,73,Sordland/Epilogue_ElectionWin,Narrator,en,歴史的な大成功を収め、人民戦線連合はブルディア労働者党とソードランド共産党の両党を議会に送り込み、同連合を第四の有力政党とすることができた。
0x01000058000045D1,259,80,Sordland/Epilogue_ElectionWin,Player,en,運命の流れは再び変わったのであった。
0x01000058000045D7,259,81,Sordland/Epilogue_ElectionWin,Player,en,運命の流れは再び変わったのであった。
0x01000058000045DD,259,82,Sordland/Epilogue_ElectionWin,Player,en,運命の流れは再び変わったのであった。
0x01000058000045E6,259,83,Sordland/Epilogue_ElectionWin,Narrator,en,"統一ソードランド党が再び勝利を収め、あなたの2期目の大統領任期が確定した。

今回は、PFJPとの連立によってあなたが当選した。あなた一同、共に政府を組織しようとしていた。"
0x01000058000045E6,259,83,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1957|11月3日
0x01000058000045EF,259,84,Sordland/Epilogue_ElectionWin,Narrator,en,"統一ソードランド党が再び勝利を収め、あなたの第二期大統領任期が確定した。

今回はあなたがNFPと連立して当選した。あなたは彼らと共に政府を樹立しようとしていた。"
0x01000058000045EF,259,84,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1957|11月3日
0x01000058000045FE,259,85,Sordland/Epilogue_ElectionWin,Player,en,運命の流れは再び変わったのであった。
0x0100005800004605,259,86,Sordland/Epilogue_ElectionWin,Narrator,en,他のどの政党も大国民議会に入ることができなかった。
0x0100005800004633,259,102,Sordland/Epilogue_ElectionWin,Narrator,en,歴史的な大成功を収めて、ソードランド共産党は8％という投票率のハードルを超え、初めて大国民議会に進出することができた。
0x010000580000463B,259,103,Sordland/Epilogue_ElectionWin,Narrator,en,"歴史的な瞬間に、ブルディア労働者党は8％という閾値を超えて初めて大国民議会に進出することに成功した。

ソードランド共産党は定数割れとなり、再び議会に進出することができなかった。"
0x010000580000464F,259,110,Sordland/Epilogue_ElectionWin,Narrator,en,歴史的な瞬間に、ソードランド共産党は3％という閾値を超えて初めて大国民議会に進出することに成功した。
0x010000580000465E,259,114,Sordland/Epilogue_ElectionWin,Narrator,en,"歴史的な瞬間に、ソードランド共産党は8％という閾値を超えて初めて大国民議会に進出することに成功した。

ブルディア人の票はブルディア労働者党とブルディア自由党の間で分かれたため、どちらも定数割れとなり、再び議席を得ることができなかった。"
0x010000580000466C,259,118,Sordland/Epilogue_ElectionWin,Narrator,en,"歴史的な瞬間に、ソードランド共産党、ブルディア労働者党、そしてブルディア自由党がそれぞれ3％という閾値を上回り、初めて大国民議会に議席を得ることに成功した。

これは初めてのことで、大国民議会に出席する政党の数がかつてないほど多くなったのだった。"
0x0100005800004673,259,119,Sordland/Epilogue_ElectionWin,Narrator,en,"歴史的な瞬間に、ブルディア労働者党は3％という閾値を超えて初めて大国民議会に進出することに成功した。

ソードランド共産党は3％の割当ラインにわずかに届かなかったため、再び議会に代表を送ることができなかった。"
0x0100005800004691,259,129,Sordland/Epilogue_ElectionWin,Narrator,en,歴史的な大成功を収め、人民戦線連合はブルディア労働者党とソードランド共産党の両方を議会に送り込み、第三の有力政治勢力とすることができた。
0x0100005800004699,259,130,Sordland/Epilogue_ElectionWin,Narrator,en,また別の歴史的な成果として、人民戦線連合はブルディア労働者党とソードランド共産党の両政党を議会に送り込み、同連合を第四の大きな政治勢力とすることに成功した。
0x01000058000046A0,259,131,Sordland/Epilogue_ElectionWin,Narrator,en,統一ソードランド党は2位、人民自由正義党は3位となり、国民戦線党が4位に終わった。
0x01000058000046B1,259,138,Sordland/Epilogue_ElectionWin,Narrator,en,他のどの政党も大国民議会に入ることができなかった。
0x01000058000046BD,259,142,Sordland/Epilogue_ElectionWin,Narrator,en,"また別の歴史的な瞬間に、ブルディア労働者党は3％という投票率の基準を超えて初めて大国民議会に進出することに成功した。

ソードランド共産党は得票率が基準値にわずかに及ばなかったため、再び議会に進出することができなかった。"
0x01000058000046C4,259,143,Sordland/Epilogue_ElectionWin,Narrator,en,"また別の歴史的な瞬間に、ソードランド共産党、ブルディア労働者党、そしてブルディア自由党がいずれも3％という閾値を上回る得票率で初めて大国民議会に進出することに成功した。

これは初めてのことだった。これまで一度も、これほど多くの政党が大国民議会に入ることはなかったのだ。"
0x01000058000046CB,259,144,Sordland/Epilogue_ElectionWin,Narrator,en,"歴史的な瞬間に、ソードランド共産党は8％という閾値を超えて初めて大国民議会に進出することに成功した。

ブルディア人の票がブルディア労働者党とブルディア自由党の間で分かれたため、どちらの政党も定数割り当ての基準を下回ってしまい、再び議会に代表を送ることができなかった。"
0x01000058000046D2,259,145,Sordland/Epilogue_ElectionWin,Narrator,en,また別の歴史的な瞬間に、ソードランド共産党は3％という閾値を超えて初めて大国民議会に進出することに成功した。
0x01000058000046D9,259,146,Sordland/Epilogue_ElectionWin,Narrator,en,"また別の歴史的な瞬間に、ブルディア労働者党は8％という閾値を超えて初めて大国民議会に進出することに成功した。

ソードランド共産党は得票率が閾値にわずかに及ばなかったため、再び議会に代表を送ることができなかった。"
0x01000058000046E0,259,147,Sordland/Epilogue_ElectionWin,Narrator,en,歴史的な大成功を収めて、ソードランド共産党は8％という投票率のハードルを超え、初めて大国民議会に進出することができた。
0x01000058000046F6,259,157,Sordland/Epilogue_ElectionWin,Narrator,en,"統一ソードランド党は2位、人民自由正義党は3位となった。 

国民戦線党は新たな投票割合の基準に達しなかったため、大国民議会への進出に失敗した。"
0x01000058000046FD,259,158,Sordland/Epilogue_ElectionWin,Narrator,en,また別の歴史的な勝利として、人民戦線連合はブルディア労働者党とソードランド共産党の両方を議会に送り込み、同連合を五番目に大きな政治勢力とすることに成功した。
0x0100005800004704,259,159,Sordland/Epilogue_ElectionWin,Player,en,運命の流れは再び変わったのであった。
0x010000580000471E,259,172,Sordland/Epilogue_ElectionWin,Narrator,en,統一ソードランド党は2位、国民戦線党は3位となり、4位にはPFJPがつけた。
0x010000580000474E,259,179,Sordland/Epilogue_ElectionWin,Narrator,en,人民自由正義党は2位、国民戦線党は3位となった。しかし今回は、ソードランド共産党も4番目に大きな政党として大国民議会に進出することができた。
0x0100005800004755,259,180,Sordland/Epilogue_ElectionWin,Narrator,en,統一ソードランド党は2位、人民自由正義党は3位となり、大国民議会における4番目に大きな政党は国民戦線党となった。
0x010000580000475C,259,181,Sordland/Epilogue_ElectionWin,Narrator,en,統一ソードランド党は2位となり、人民自由正義党は3位だった。
0x0100005800004764,259,182,Sordland/Epilogue_ElectionWin,Narrator,en,統一ソードランド党は2位となり、国民戦線党は3位だった。
0x010000580000476D,259,183,Sordland/Epilogue_ElectionWin,Player,en,あなたは選挙に参加したすべての政党に祝辞を述べた。
0x0100005800004774,259,184,Sordland/Epilogue_ElectionWin,Player,en,あなたは新たに選出された大国民議会の議員たちを祝福した。
0x010000580000477A,259,185,Sordland/Epilogue_ElectionWin,Player,en,あなたはPFJPの指導部に祝辞を述べた。
0x0100005800004780,259,186,Sordland/Epilogue_ElectionWin,Player,en,あなたはNFPの指導部に祝辞を述べた。
0x0100005800004788,259,187,Sordland/Epilogue_ElectionWin,Player,en,あなたはWPBとCPSの指導部に祝辞を述べた。
0x010000580000478F,259,188,Sordland/Epilogue_ElectionWin,Player,en,あなたはリリアスに祝福の言葉をかけた。
0x010000580000479E,259,189,Sordland/Epilogue_ElectionWin,Player,en,あなたは選挙に参加したすべての政党に祝辞を述べた。
0x01000058000047A4,259,190,Sordland/Epilogue_ElectionWin,Player,en,あなたは「夜明けが来た」と宣言した。
0x01000058000047AA,259,191,Sordland/Epilogue_ElectionWin,Player,en,あなたは新たに選出された大国民議会の議員たちを祝福した。
0x01000058000047CB,259,192,Sordland/Epilogue_ElectionWin,Player,en,あなたは新たに選出された大国民議会の議員たちを祝福した。
0x01000058000047D1,259,193,Sordland/Epilogue_ElectionWin,Player,en,あなたは選挙に参加したすべての政党に祝意を表した。
0x01000058000047D7,259,194,Sordland/Epilogue_ElectionWin,Player,en,あなたは「夜明けが来た」と宣言した。
0x01000058000047F8,259,195,Sordland/Epilogue_ElectionWin,Player,en,…かつてあなたが彼女の写真を撮った下品な写真を見つけ出し、それを報道機関に漏らしたのだ。
0x01000058000047FE,259,196,Sordland/Epilogue_ElectionWin,Narrator,en,"その頃、あなたの妻は女性の権利を求める運動にますます力を入れていった。

モニカは新政府に対する最も激しい反対者の一人として姿を現し、変革を求めて何千人ものソードランド人女性たちを結集させて闘わせた。あなたは…"
0x01000058000047FE,259,196,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1960年
0x0100005800004805,259,197,Sordland/Epilogue_ElectionWin,Narrator,en,"その頃、あなたは元妻が首都で影響力を強めていることに気づかずにはいられなかった。

モニカは新政府にとって貴重な同盟者として姿を現し、ジェンダー平等政策が策定され実施される過程でソードランド人の女性たちを代表した。あなたは…"
0x0100005800004805,259,197,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1960年
0x010000580000480C,259,198,Sordland/Epilogue_ElectionWin,Narrator,en,"その頃、あなたは元妻が首都で影響力を増していく様子に気づかずにはいられなかった。

モニカは新政府に対する最も激しい反対者の一人として姿を現し、変革を求めて何千人ものソードランド人女性たちを結集させて戦わせた。あなたは…"
0x010000580000480C,259,198,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1960年
0x0100005800004813,259,199,Sordland/Epilogue_ElectionWin,Player,en,…沈黙を保った。
0x0100005800004819,259,200,Sordland/Epilogue_ElectionWin,Narrator,en,"その頃、あなたの妻は女性の権利を求める運動にますます力を入れていった。

モニカは新政府にとって貴重な同盟者として現れ、ジェンダー平等政策が策定され実施される過程でソードランドの女性たちを代表した。あなたは…"
0x0100005800004819,259,200,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1960年
0x0100005800004820,259,201,Sordland/Epilogue_ElectionWin,Player,en,...声高に彼女を支持した。
0x010000580000482D,259,202,Sordland/Epilogue_ElectionWin,Narrator,en,"マンスン・レケと彼の同盟者たちが集まり、選挙の公正性に大きな疑問があると宣言した。彼らは選挙結果に抗議し、直ちに非常事態宣言を解除するよう要求した。

多くの市民たちも彼らに同情し始めていた。

それに応えて、あなたは…"
0x010000580000482D,259,202,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958|1月
0x0100005800004842,259,209,Sordland/Epilogue_ElectionWin,Narrator,en,"今や憲法の改正がより容易になったため、反対派の大半はあなたの就任前にさらなる憲法改革を進めるよう要求し始めた。

多くの市民も彼らに同情し始めていた。

それに応えて、あなたは……した。"
0x0100005800004842,259,209,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958|1月
0x010000580000484B,259,210,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたの就任式の前から、野党のメンバーたちは再び憲法改正を行うようあなたに強く求め始めていた。

多くの市民も彼らに同情し始めていた。

それに応えて、あなたは……した。"
0x010000580000484B,259,210,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958|1月
0x0100005800004852,259,211,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたの就任式より前から、野党のメンバーたちは既に、あなたが約束していた憲法改正を求めて圧力をかけてきており、あなたが応答しないと「守旧派の操り人形」と呼んで非難した。

多くの国民も彼らに同情し始めていた。

それに応えて、あなたは…"
0x0100005800004852,259,211,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958|1月
0x0100005800004861,259,215,Sordland/Epilogue_ElectionWin,Player,en,…彼らを鎮圧した。
0x0100005800004868,259,216,Sordland/Epilogue_ElectionWin,Player,en,…彼らの要求を受け入れた。
0x010000580000486F,259,217,Sordland/Epilogue_ElectionWin,Player,en,…報道機関を通じてそれらの情報を隠した。
0x010000580000487B,259,221,Sordland/Epilogue_ElectionWin,Player,en,我々は彼らと協力することを約束した。
0x0100005800004887,259,222,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたの就任式の前から、野党のメンバーたちは再び憲法改正を行うようあなたに強く求め始めていた。

多くの市民も彼らに同情し始めていた。

それに応えて、あなたは……した。"
0x0100005800004887,259,222,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958|1月
0x0100005800004898,259,229,Sordland/Epilogue_ElectionWin,Player,en,…我々は彼らと協力した。
0x010000580000489E,259,230,Sordland/Epilogue_ElectionWin,Narrator,en,"今や憲法の改正がより容易になったため、反対派の大半はあなたの就任前にさらなる憲法改革を進めるよう要求し始めた。

多くの市民も彼らに同情し始めていた。

それに応えて、あなたは……した。"
0x010000580000489E,259,230,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958|1月
0x01000058000048A5,259,231,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたの就任式より前から、野党のメンバーたちは既に、あなたが約束していた憲法改正を求めて圧力をかけてきており、あなたが応答しないと「守旧派の操り人形」と呼んで非難した。

多くの国民も彼らに同情し始めていた。

それに応えて、あなたは…"
0x01000058000048A5,259,231,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958|1月
0x01000058000048AC,259,232,Sordland/Epilogue_ElectionWin,Player,en,…報道機関から彼らの記事を差し止めた。
0x01000058000048B7,259,236,Sordland/Epilogue_ElectionWin,Player,en,…何もしなかった。
0x01000058000048CE,259,237,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたは彼らの要求を受け入れ、第二回就任式よりも前に非常事態宣言を解除した。

ソードランド全土で人々はその決定を祝った。あなたは二度目の就任式が一度目よりもスムーズに進むことを願っていた。"
0x01000058000048D6,259,238,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたは彼らの発言を報道機関から隠し、彼らの声が届く可能性のあるあらゆる媒体を遮断した。

あなたは、第二回就任式が円滑に進行するよう万全を期した。"
0x01000058000048DE,259,239,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたは彼らの声が聞こえないようにした。選挙に異議を唱える者たちは全員沈黙させられ、選挙結果は正式に承認された。

あなたは、二度目の就任式が一度目よりもスムーズに進むように万全を期した。"
0x01000058000048E6,259,240,Sordland/Epilogue_ElectionWin,Narrator,en,あなたは正式な就任式が終わり次第協力すると約束した。
0x01000058000048EE,259,241,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたは彼らの発言をメディアで検閲し、彼らの声が届く可能性のあるあらゆるプラットフォームを遮断した。

あなたは、第二回就任式が円滑に進むよう万全を期した。"
0x01000058000048F5,259,242,Sordland/Epilogue_ElectionWin,Narrator,en,あなたは正式な就任式が終わり次第、彼らと協力すると約束した。
0x01000058000048FE,259,243,Sordland/Epilogue_ElectionWin,Narrator,en,あなたは彼らの要求を無視し、正式な就任式が終わるまで交渉を先延ばしにした。
0x0100005800004906,259,244,Sordland/Epilogue_ElectionWin,Player,en,あなたの新しい任期が間もなく始まろうとしていた。
0x010000580000490F,259,245,Sordland/Epilogue_ElectionWin,Player,en,あなたの第二期政権が間もなく始まろうとしていた。
0x0100005800004923,259,252,Sordland/Epilogue_ElectionWin,Narrator,en,"1年後、マノリーは大企業を対象に税金を2倍に引き上げた。多くの実業家も汚職容疑で裁かれ、彼らの資産は差し押さえられた。

彼女はアグンランド地方を中心に据え、社会の安定と経済成長に寄与するため、「TAP」、すなわち「アグンランド計画」という大規模な再開発計画を発表した。"
0x0100005800004923,259,252,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958年
0x010000580000492A,259,253,Sordland/Epilogue_ElectionWin,Narrator,en,"1年後、レムスはブルディアの企業の資産を押収し始めた。多くの実業家が汚職の罪で逮捕された。

彼はまた「マルーン・ブラッド」という考え方を推進し、優生学研究や軍事分野に多額の資金を投じた。さらに、赤旗青年団を公然と支援し、資金提供も行った。"
0x010000580000492A,259,253,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958年
0x0100005800004940,259,263,Sordland/Epilogue_ElectionWin,Narrator,en,"1年後、レケとシュターラーは大企業を標的にして税金を2倍に引き上げた。多くの実業家も汚職容疑で裁かれ、彼らの資産は差し押さえられた。

彼らはシンディカリスト社会主義を推進し、ソードランドとヴァルグスランドの関係をより密接なものにした。"
0x0100005800004940,259,263,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958年
0x0100005800004947,259,264,Sordland/Epilogue_ElectionWin,Narrator,en,"1年後、キベナーはベルギアへの投資を削減し、その資金をソードランドの重軍事産業の立ち上げに回した。

彼は大規模な再開発計画である「ソード計画」を発表し、田園地帯である大ホルソード地域に力点を置くことで社会の安定と経済成長に貢献しようとした。"
0x0100005800004947,259,264,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958年
0x010000580000494E,259,265,Sordland/Epilogue_ElectionWin,Narrator,en,"1年後、リクターは中小企業向けの税制改革を実施し始め、より多くの外国投資を国内に呼び込むことを目的とした政策を打ち出した。

彼はまた、自由市場がその理論上の潜在能力に近い成果を上げるよう国家が保証することの重要性を強調した社会市場経済を推進した。"
0x010000580000494E,259,265,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958年
0x010000580000495E,259,266,Sordland/Epilogue_ElectionWin,Narrator,en,"1年後、リリアスは何百もの民間企業を狙い、それらの資産を押収した。多くの企業が汚職の罪で裁かれた。 

彼女はアグンランド地方を中心に据え、社会の安定と経済成長に寄与するため、「TAP」、すなわち「アグンランド計画」という大規模な再開発計画を発表した。"
0x010000580000495E,259,266,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958年
0x010000580000496C,259,267,Sordland/Epilogue_ElectionWin,Player,en,あなたは引き続きその党を支援し続けた。
0x0100005800004972,259,268,Sordland/Epilogue_ElectionWin,Player,en,あなたはその政策に反対の声を上げた。
0x010000580000498F,259,275,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたは再び、有名な誇りの丘が見渡せる壇上に立っていた。その日は特に寒かった。 

あなたが希望に満ちた目を持つ何千人もの人々を見つめたとき、肩に重荷がのしかかり、震えが止まらなかった。"
0x010000580000498F,259,275,Sordland/Epilogue_ElectionWin,Narrator,Menu Text en,1958|1月18日
0x010000580000499E,259,279,Sordland/Epilogue_ElectionWin,Player,en,あなたはモニカの手を握っていた。
0x01000058000049AB,259,283,Sordland/Epilogue_ElectionWin,Player,en,あなたはその思いを飲み込んだ。
0x01000058000049B2,259,284,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたは未来のことを夢見た。より豊かになったソードランドの姿が目に浮かんだ。

あなたの次の任期中にその国は大規模な経済発展を遂げた。ソル時代の残滓はすでに消え去り、企業の利益は向上し、市場も規制から解放された。

市場がより自由になるにつれて、ソードランドの人々も自由を得た。経済的繁栄が続く中で、最も深刻だった問題が次々と消えていった。ソードランドはついに過去から解放されつつあった。"
0x01000058000049BC,259,285,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたは未来の夢を見た。そこには平等なソードランドがあった。

あなたの次期政権中に、その国では大規模な社会改革と経済改革が行われた。ソル時代の残滓はすでに消え去り、不平等な富の分配も是正され、生産手段は労働者たちへと移譲されていった。

ソードランドはついに過去から解放されていった。人々がより平等になるにつれ、彼らもまた自由を手に入れた。あなたの社会実験によって、ソードランドは革命に一歩近づいていったのである。"
0x01000058000049C4,259,286,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたは未来の夢を見た。そこには安全で安定したソードランドがあった。

あなたの在任中、この国は大規模な社会・経済的発展を遂げた。あなたの中道主義的な姿勢によって、国は折衷案を通じて回復し、団結することができた。

ソードランドはついに過去と和解し、希望を持って未来を見据えるようになった。あなたは調和と自信をもたらしたのだった。"
0x01000058000049CC,259,287,Sordland/Epilogue_ElectionWin,Narrator,en,"あなたは未来の夢を見た。自立し偉大な国となったソードランドの姿が目に浮かんだ。

あなたの在任中、この国では大規模な社会改革と経済改革が行われた。国家はより強固になり、自給自足へ向けた取り組みを進めつつ、国民に最高水準のサービスを提供した。

ソードランドはついに本来の姿を取り戻しつつあった。国が豊かになるにつれて、国民たちは安らぎを得るようになった。あなたはソードランドを以前よりもさらに強固なものにしたのだ。"
0x01000058000049D4,259,288,Sordland/Epilogue_ElectionWin,Player,en,あなたはマレニエフの夢を実現するために努力した。
0x01000058000049DA,259,289,Sordland/Epilogue_ElectionWin,Player,en,あなたは不平等をなくすために全力を尽くした。
0x01000058000049E0,259,290,Sordland/Epilogue_ElectionWin,Player,en,あなたはソードランドに社会民主主義を確立するために懸命に努力した。
0x01000058000049E9,259,291,Sordland/Epilogue_ElectionWin,Player,en,あなたはソードランドの夢が持つ可能性を実現すべく懸命に努力した。
