articy_id,conversation_id,entry_id,conversation,actor,field,ja
0x0100000000003BA1,1,32,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「レイン大統領、これは単なる国内経済戦略に関する意見の相違に過ぎません。」
0x0100000000003BA9,1,33,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「リリアス、それを単なる意見の相違と呼べるかどうか分からないな。」
0x0100000000003BB1,1,34,Sordland/Turn01/EnT_EconomicOverview,Player,en,「では、説明を始めよう。」
0x0100000000003BB1,1,34,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「では、説明を始めよう。」
0x0100000000003BC2,1,35,Sordland/Turn01/EnT_EconomicOverview,Player,en,「リリアス、状況を説明してくれないか？」
0x0100000000003BC2,1,35,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「リリアス、状況を説明してくれないか？」
0x0100000000003BCB,1,36,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「我々はすでに地方自治体の再編や新たな安全対策の導入を始めており、順調なスタートを切っている。」
0x0100000000003BD2,1,37,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「状況は好調です、大統領。ただ、対処が必要な課題も多くあるようです。」
0x0100000000003BDB,1,38,Sordland/Turn01/EnT_EconomicOverview,Player,en,「私の内閣らしいな。ガスとリリアスはどうだ？」
0x0100000000003BDB,1,38,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「予想通りだ。ガスとリリアスはどうしている？」
0x0100000000003BF6,1,39,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「一方、アグンランドのレンクルグやアルヴォリーといった多くの都市では、依然として生活必需品が適時に届けられていないのです。」
0x0100000000003BFE,1,40,Sordland/Turn01/EnT_EconomicOverview,Player,en,「ガス、説明してもらえるか？」
0x0100000000003BFE,1,40,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「ガス、説明してもらえるか？」
0x0100000000003C0F,1,41,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「グラーフ夫人は、経済的な利益を得られない地域に我が国の経済発展の重点を置こうとしているのです。」
0x0100000000003C37,1,42,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「もちろんです、大統領。」
0x0100000000003C40,1,43,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「はい。反対する方がいなければ、私の説明を続けますが？」
0x0100000000003C48,1,44,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「お願いします。」
0x0100000000003C4F,1,45,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「どうぞ。」
0x0100000000003C59,1,46,Sordland/Turn01/EnT_EconomicOverview,Player,en,「それは良かった。では始めよう。」
0x0100000000003C59,1,46,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「それは良かった。では始めよう。」
0x0100000000003C62,1,47,Sordland/Turn01/EnT_EconomicOverview,Player,en,「よろしい。あなたの能力には信頼を寄せている。」
0x0100000000003C62,1,47,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「よろしい。あなたの能力には信頼を寄せている。」
0x0100000000003C6A,1,48,Sordland/Turn01/EnT_EconomicOverview,Player,en,「何かお手伝いが必要なことがあれば、私に連絡してくれ。」
0x0100000000003C6A,1,48,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「何かお手伝いが必要なことがあれば、私に連絡してくれ。」
0x0100000000003FF3,1,49,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「もちろんです、大統領。」
0x0100000000003FFA,1,50,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「了解しました。」
0x0100000000004003,1,51,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「そのお言葉、感謝いたします。」
0x010000000000400B,1,52,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「我々は皆様を失望させることはありません。」
0x010000000000404B,1,53,Sordland/Turn01/EnT_EconomicOverview,Player,en,「それははっきりと分かる。あの議論は何についてだったのか？」
0x010000000000404B,1,53,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「それははっきりと分かる。あの議論は何についてだったのか？」
0x0100000000004055,1,54,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「我々はインフラ計画について話し合っていました。よろしければ、その件について大統領とお話ししたいのですが――」
0x010000000000405C,1,55,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「ありがとうございます、大統領。それでは、最新の経済状況をお見せしたいと思います。」
0x010000000000406C,1,56,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,シモンは自分のスライドを探し始めた。彼はいつも書類を持ち歩いていたのだ。
0x0100000000004073,1,57,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「今すぐ去ってください。つまり、ありがとうございます、そしてどうか今すぐ立ち去ってほしいのです。」
0x0100000000004084,1,58,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「まず最初に、私の経済に関する報告を行いたいと思います。」
0x0100000000004099,1,59,Sordland/Turn01/EnT_EconomicOverview,Player,en,「ガス、君はこの件についてどう思う？」
0x0100000000004099,1,59,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「ガス、君はこの件についてどう思う？」
0x01000000000040D6,1,60,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,補佐官たちは内閣室を去っていった。シモンは人付き合いがあまり得意ではなかったことを改めて思い出した。しかし数字に対する卓越した才能のおかげで、彼はソードランドで最も需要の高い経済専門家となっていたのだ。
0x01000000000040E8,1,61,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「地域の発展や国民への奉仕ではなく、金儲けを主目的とするのであれば、それもまた賢明な考えだ。」
0x01000000000040F0,1,62,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「大統領、大ホルソードやゲルスランドで政府の契約を引き受けてくれる優秀な建設会社がいくつかございます。」
0x01000000000040F8,1,63,Sordland/Turn01/EnT_EconomicOverview,Player,en,「リリアス、もう少し詳しく説明してくれないか？」
0x01000000000040F8,1,63,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「リリアス、もう少し詳しく説明してくれないか？」
0x0100000000004101,1,64,Sordland/Turn01/EnT_EconomicOverview,Player,en,「リリアス、言い方に気をつけてくれないか？」
0x0100000000004101,1,64,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「リリアス、言い方に気をつけてくれないか？」
0x0100000000004116,1,65,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「申し訳ありません、大統領。私はアルヴォリーの街とアグンランド地方全体のために最善を尽くしたいだけです。」
0x010000000000411E,1,66,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「もちろんです。問題は単純です。アグンランドは経済的・社会的支援の両面において、我々の中で最も弱体な地域なのです。」
0x0100000000004126,1,67,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「あなたがどれほど公平でいられるというのですか？」
0x010000000000412E,1,68,Sordland/Turn01/EnT_EconomicOverview,Player,en,「私も同感だ。アグンランドには投資が必要だ。」
0x010000000000412E,1,68,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「私も同感だ。アグンランドには投資が必要だ。」
0x0100000000004136,1,69,Sordland/Turn01/EnT_EconomicOverview,Player,en,「なぜ彼女の公平さを疑うのか？」
0x0100000000004136,1,69,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「なぜ彼女の公平さを疑うのか？」
0x0100000000004147,1,70,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,シモンはその口論を見ていた。
0x0100000000004151,1,71,Sordland/Turn01/EnT_EconomicOverview,Player,en,「シモン、あなたの見解はどうだ？」
0x0100000000004151,1,71,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「シモン、あなたの見解はどうだ？」
0x010000000000415A,1,72,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「実を言うと、私は二人の意見に共感します。アグンランドには投資が必要であり、大ホルソードやゲルスランドの状況も改善できるはずです。」
0x010000000000429B,1,73,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,シモンが割って入った。
0x01000000000042A6,1,74,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「この蛇のような女はかつてアルヴォリーの市長で、エリック・ニールがその後継者だ。彼女の主張には偏りがある可能性がある。」
0x01000000000042AE,1,75,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「ガス、私の主張は単純な経済データによって裏付けられているの。我々で最も貧しく、発展が遅れている地域はアグンランドだ。」
0x01000000000042B6,1,76,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「事実は明らかです。しかし、あなたは自分の考えを押し通すために中傷に頼ろうとしているように思えます。」
0x01000000000042BE,1,77,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,リリアスは微笑み、丁寧に両手を合わせた。
0x01000000000042E6,1,78,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「今はこの話は避けたい。将来的にまた議論する機会があるからだ。まずは我々の現在の経済状況についてしっかりと説明したい。」
0x01000000000042EF,1,79,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「例えば、ナルギスでは統計数値が意図的に操作され、先進地域のように見せかけられている。実際には、そこは全土で最も貧しい地域なのだ。」
0x01000000000042F8,1,80,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「この議論はここで終わらせたい。すべてを落ち着いて、論理的に話し合おう。」
0x0100000000004398,1,81,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「シモン、エストードに建設中だった新しい警察署はどうなったのですか？」
0x010000000000439F,1,82,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,ブリーフケースの中身を確認しながら、彼は答えるために一瞬立ち止まった。
0x01000000000043A7,1,83,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「政府の財産境界問題によって進行が滞っているんです。私も早く調べようと思っていました。」
0x01000000000043B7,1,84,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「その件については私が調べてみましょう。エストードにはできる限りの治安支援が必要です。」
0x01000000000043C7,1,85,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「もちろんです。分析に費やす時間がもっと増えます。」
0x01000000000043CF,1,86,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,やっと探していたスライドを見つけると、彼の目は輝いた。
0x01000000000043E1,1,87,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「1500億もの富を失ったなんて、いまだに信じがたい。過去3年間は本当に厳しいものだった。」
0x01000000000043E8,1,88,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「失業率の上昇が犯罪や薬物使用を増加させています。人々を街頭から救い出す必要があります。インフレもまた一般市民にとって好ましい状況ではありません。」
0x01000000000043F0,1,89,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「この政権の成功は、景気後退を食い止める我々の能力にかかっています。できるだけ早くGDP成長を実現することが重要です。」
0x0100000000004424,1,90,Sordland/Turn01/EnT_EconomicOverview,Player,en,「では始めよう。私としてもこれを楽しみにしている。」
0x0100000000004424,1,90,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「では、始めよう。」
0x010000000000442D,1,91,Sordland/Turn01/EnT_EconomicOverview,Player,en,「ガスが何を言うか、私は聞いてみたいと思っている。」
0x010000000000442D,1,91,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「ガスが何を言うか、私は聞いてみたいと思っている。」
0x0100000000004436,1,92,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「もちろんです、大統領。」
0x010000000000443E,1,93,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「大統領、大ホルソード地域やゲルスランド地域で政府の契約を引き受けてくれる優秀な建設会社がいくつかございます。」
0x0100000000004446,1,94,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「それによって農村経済が活性化するでしょう。大ホルソードやゲルスランド地域で事業を展開する投資先を選ぶ方が賢明だと思います。」
0x0100000000004458,1,95,Sordland/Turn01/EnT_EconomicOverview,Player,en,「これは良い機会のようだね。」
0x0100000000004458,1,95,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「これは良い機会のようだね。」
0x0100000000004460,1,96,Sordland/Turn01/EnT_EconomicOverview,Player,en,「急ぐ必要はない、ガス。我々が何とかする。」
0x0100000000004460,1,96,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「急ぐ必要はない、ガス。我々が何とかする。」
0x0100000000004472,1,97,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「それによって農村経済が活性化するでしょう。大ホルソードやゲルスランド地域で事業を展開する投資先を選ぶ方が賢明だと思います。」
0x010000000000447B,1,98,Sordland/Turn01/EnT_EconomicOverview,Player,en,「大ホルソードとゲルスランドの農村地域には投資が必要だという点に、私も同意する。」
0x010000000000447B,1,98,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「私も、田園地帯には投資が必要だと考えている。」
0x0100000000004485,1,99,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,ガスはニヤリと笑った。
0x0100000000004499,1,100,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,リリアスとガスは黙り込んだ。
0x01000000000044AA,1,101,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「そうでしょう？それに、我々は……」
0x01000000000044B2,1,102,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,リリアスが彼の言葉を遮った。
0x0100000000004E10,1,104,Sordland/Turn01/EnT_EconomicOverview,Player,en,「リリアス、この案についてあなたの考えは何だ？ご自身の見解を説明していただけるか？」
0x0100000000004E10,1,104,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「リリアス、この提案についてあなたの考えはどうだ？」
0x01000000000122E2,1,124,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「我々の主要な公約の一つは、不況を食い止めるために計画経済を推進することでした。率直に言って、これが良い考えだったとは今でも思いません。」
0x01000000000122F1,1,125,Sordland/Turn01/EnT_EconomicOverview,Player,en,「自由市場経済を推進するのだ。」
0x01000000000122F1,1,125,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「自由市場経済を推進するのだ。」
0x0100000000012301,1,126,Sordland/Turn01/EnT_EconomicOverview,Player,en,「約束した通り、計画経済を推進するのだ。」
0x0100000000012301,1,126,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「約束した通り、計画経済を推進するのだ。」
0x010000000001232F,1,129,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「では、我々の全体的な経済計画は何を推進するのでしょうか？」
0x0100000000012349,1,130,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「私は依然としてそれを支持しません。優秀な国有企業があるのに、なぜ民間部門を振興しなければならないのでしょうか？」
0x010000000001235E,1,131,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「再びソロノミクスに戻るべきではありません。それこそが不況の原因なのです。」
0x01000000000123D1,1,132,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「私としては、これに賛同できるとは言えません。」
0x01000000000123D8,1,133,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「ここで正しい決断を下したのか、自信がありません。」
0x0100000000012403,1,134,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「これで進むべき方向が明確になりました。それに応じてしっかりとした計画を立てます。」
0x010000000002BFA9,1,137,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,シモンはうなずいた。
0x010000000002BFB1,1,138,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,シモンはその発言を無視した。
0x010000000002E3B1,1,139,Sordland/Turn01/EnT_EconomicOverview,Player,en,「自由市場戦略がもたらす結果のいくつかとは何だろうか？」
0x010000000002E3B1,1,139,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「自由市場政策の結果として何が起こるのか？」
0x010000000002E3B9,1,140,Sordland/Turn01/EnT_EconomicOverview,Player,en,「我々の長期的な経済計画には何が盛り込まれているのか？」
0x010000000002E3B9,1,140,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「我々の長期的な経済計画には何が盛り込まれているのか？」
0x010000000002E3C1,1,141,Sordland/Turn01/EnT_EconomicOverview,Player,en,「我々の長期的な経済計画には何が盛り込まれているのか？」
0x010000000002E3C1,1,141,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「我々の長期的な経済計画には何が盛り込まれているのか？」
0x010000000002E3C9,1,142,Sordland/Turn01/EnT_EconomicOverview,Player,en,「計画経済戦略の欠点とは何だ？」
0x010000000002E3C9,1,142,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「計画経済の欠点とは何だ？」
0x010000000002E3D1,1,143,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「建設業者の選定、貿易関係の整備、税制改革、民営化の推進などがその例です。」
0x010000000002E3D8,1,144,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「数は多くありませんが、世界経済の影響を強く受けやすくなっていると言えます。」
0x010000000002E3DF,1,145,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「当時の予測によれば、ソロノミクスの構造的問題はどうせ不況を招くことになっていた。いずれにせよ、どの学説を採用しようとも、個々の状況に応じて経済政策を決定する選択肢は残されている。」
0x010000000002E3E6,1,146,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「国家営公社やその他政府が管理するシステムの大部分は、効率が低いことは明らかだ。」
0x010000000002E3ED,1,147,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「建設会社の選定、貿易関係の整備、税制改革、そして福祉制度の民営化または国有化といった取り組みがその例です。」
0x010000000002E3F4,1,148,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「堅固な計画経済戦略を守り続けることが正しい選択となるでしょう。過去においても五カ年計画は大きな成果を上げてきました。」
0x010000000002E3FB,1,149,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「世界経済の好調は我が国の経済にも良い影響をもたらすため、この問題について考えることは重要だ。」
0x010000000002E402,1,150,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「ですが、私の見解ではそれは推奨されません。我々に最も必要ないのは、混乱した経済計画です。」
0x010000000002E409,1,151,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「ソードランド政府およびその各機関や国営企業は、長年にわたり確かな成果を上げてきた実績がある。」
0x010000000002E410,1,152,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「我々は賢明に選択を下さなければならず、あらゆる形態の自由市場経済こそが世界の未来であることを忘れてはなりません。」
0x010000000002E417,1,153,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,シモンは、挙げられた両方の経済思想に基づく可能性を示した法的文書を提出した。内閣のメンバーたちは私の方を見た。
0x010000000002E43A,1,154,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「大統領、最終的なご所見は何でしょうか？」
0x010000000002E457,1,155,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「自給自足こそが、困難な時期を乗り切るための助けとなるのです。」
0x010000000002E460,1,156,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「競争がないため、彼らは非効率的になってしまったからです。」
0x010000000002E4C4,1,157,Sordland/Turn01/EnT_EconomicOverview,Player,en,「重要な機関は国家の管理下に置かれ続けなければならない。我々はサービスを提供する上で全責任を負わなければならないのだ。」
0x010000000002E4C4,1,157,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「重要な機関は国家の管理下に置かれ続けなければならない。我々はサービスを提供する上で全責任を負わなければならないのだ。」
0x010000000002E4CC,1,158,Sordland/Turn01/EnT_EconomicOverview,Player,en,「財源を確保するために、民営化のような機会を探すべきだ。」
0x010000000002E4CC,1,158,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「財源を確保するために、民営化のような機会を探すべきだ。」
0x010000000002E4D4,1,159,Sordland/Turn01/EnT_EconomicOverview,Player,en,「これらの選択肢について、完全に賛成したり反対したりするのは難しい。」
0x010000000002E4D4,1,159,Sordland/Turn01/EnT_EconomicOverview,Player,Menu Text en,「これらの選択肢について、完全に賛成したり反対したりするのは難しい。」
0x010000000002E4DF,1,160,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「市場経済とは、あらゆる機関を民営化することを意味するわけではない。だがいずれにせよ、選択を下すのはあなた自身だ。」
0x010000000002E4E6,1,161,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「これこそが私の考え方です。教育や医療の民営化といった、実現可能な選択肢は数多く存在します。計画と一貫性を持たせるためにも、市場経済を推進した方が良いでしょう。」
0x010000000002E4EF,1,162,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「大統領、実に難しい状況ですね。しかし最終的な決定はあなたのものです。ここは全体的な戦略的方向性であり、個別の経済判断を下す余地は依然として残っていますのを忘れないでください。」
0x010000000002F661,1,163,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,経済政策の方向性が決定されると、閣僚たちはマルーン宮殿で昼食を取るために散っていった。
0x010000000002F66A,1,164,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,二人の補佐官が先に到着し、重いプロジェクターを運んできた。彼らはそのプロジェクターを持ったままドアのそばに立ち、閣僚たちが入ってくるのを待っていた。
0x010000000002F675,1,165,Sordland/Turn01/EnT_EconomicOverview,Symon Holl,en,「大丈夫だ、ガス。急ぐ必要はない。」
0x010000000002F67F,1,166,Sordland/Turn01/EnT_EconomicOverview,Gus Manger,en,「特に貧困から人々を救い出すことですね。確かに、大きな課題でしょう。」
0x010000000002F686,1,167,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「現在の状況については、かなり自信を持っています。」
0x010000000002F690,1,168,Sordland/Turn01/EnT_EconomicOverview,Narrator,en,シモンが口を挟んだ。
0x010000000002F698,1,169,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「マンガー氏は、既に発展した地域に投資すべきだと提案しています。」
0x010000000002F6AC,1,170,Sordland/Turn01/EnT_EconomicOverview,Lileas Graf,en,「我々はアルヴォリー市と、その尊敬される市長を支援すべきだ。」
